SIM Count,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Colour Name,Condition,Model Number,Model Name,Title,Price,Brand,Rating,Product Image,Product Link,Expandable Memory Type,Secondary Camera Resolution,Charging Type,Processor Speed,Secondary Camera,Product Weight,Display Type,Display Resolution Type,Operating System,Operating System Number,Processor Number,Fast Charging,What's In The Box,Network Frequency Band,Number of Cores,Glass Technology,Primary Camera Feature,Flash,Video Recording Resolution Type,Water/Dust Properties,Finish,Model Year,Network Type,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Primary Camera (MP),Voice Calling Capability,Processor Name,Sensor,Display Resolution,Refresh Rates,Operating System Version,Audio Jack,Camera Type,Battery Type,Pixels Per Inch,Network,Wireless
Dual SIM,4 GB,5000 mAh,128 GB,International Version,6.56 in,Nano SIM,Glowing Black,New,CPH2591,OPPO A18,A18 Dual Sim 4Gb Ram 128Gb Rom Glowing Black 4G - International Version,EGP 6327.00 Inclusive of VAT,OPPO,4.8,[],https://www.noon.com/egypt-en/a18-dual-sim-4gb-ram-128gb-rom-glowing-black-4g-international-version/N70045421V/p/?o=e9ee0e59b225d5cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,5200 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,Forest Green,,,,X6b Dual SIM Forest Green 6GB RAM 128GB 5G - Middle East Version,EGP 5350.00 Inclusive of VAT,Honor,4.2,"['https://f.nooncdn.com/p/pnsku/N70097148V/45/_/1722504109/fe0519cb-ba9c-47f6-9626-f61fb246d9bf.jpg', 'https://f.nooncdn.com/p/pnsku/N70097145V/45/_/1722504100/4cf7ef28-3e26-4eb8-a22d-2b4dfb8e726b.jpg', 'https://f.nooncdn.com/p/pnsku/N70097251V/45/_/1722504090/9f224167-9617-44b9-9163-79d30e061c15.jpg']",https://www.noon.com/egypt-en/x6b-dual-sim-forest-green-6gb-ram-128gb-5g-middle-east-version/N70097148V/p/?o=adf5205dadb8bace,MicroSD,5 MP,Type-C,,5 - 7.9 MP,,LCD,Full HD,,,,,,,,,,,,,,,,,,,,,,,,720x1600,,Android 11,,,,,,
Dual SIM,3 GB,5000 mAh,64 GB,International Version,6.71 in,Nano SIM,Forest Green,New,23129RN51X,Redmi A3,Redmi A3 Dual Sim Forest Green 3Gb Ram 64Gb 4G - Global Version,EGP 4509.00 Inclusive of VAT,Xiaomi,4,"['https://f.nooncdn.com/p/pnsku/N70052314V/45/_/1709710312/fa4db625-0c2c-429b-8650-f8b0752d82b1.jpg', 'https://f.nooncdn.com/p/pnsku/N70045123V/45/_/1707639098/73468216-0f3a-4376-b318-53b1cb67526d.jpg', 'https://f.nooncdn.com/p/pnsku/N70045124V/45/_/1707639227/764191cb-b19d-4093-b1df-812f57ad71e9.jpg']",https://www.noon.com/egypt-en/redmi-a3-dual-sim-forest-green-3gb-ram-64gb-4g-global-version/N70052314V/p/?o=bc3d0e3674ba7b5c,MicroSD,,Type-C,,,,LCD,,Android,14,G36,YES,Mobile Phone | Adapter | USB Type-C Cable | SIM Eject Tool | Quick Start Guide | Safety Information,LTE,Octa Core,Gorilla Glass,Dual,LED,1080 p,,Plastic,2023,4G,,,,1 TB,8MP,yes,MediaTek Helio,YES,,,Android 14,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Flowing Silver,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Emerald Green,New,CLK - LX2,X7b,"X7b Dual SIM  6GB RAM 256GB 4G - Emerald Green, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-emerald-green-with-honor-x6-earbuds-white/N70070457V/p/?o=be0b92ad992f323a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Midnight Black,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Midnight Black, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-midnight-black-with-honor-x6-earbuds-white/N70070455V/p/?o=acec4395fb86acad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,4 GB,5000 mAh,64 GB,International Version,6.6 in,Nano SIM,White,New,GXY-A13-64GB4GB-WHT,Galaxy A13,Galaxy A13 Dual SIM White 4GB RAM 64GB 4G - International Version,EGP 5999.00 Inclusive of VAT,Samsung,4,[],https://www.noon.com/egypt-en/galaxy-a13-dual-sim-white-4gb-ram-64gb-4g-international-version/N53326037A/p/?o=c75ee4c1e8b5fd6b,MicroSD,8 MP,Type-C,,8 - 11.9 MP,,IPS LCD,,Android,,Exynos 850,Yes,,GSM/LTE,Octa Core,,,LED,,,,2022,4G,,,,,50+5+2+2 MP,,Samsung Exynos,,1080x2400,60Hz,,,,,,,
Dual SIM,8 GB,4006 mAh,128 GB,Middle East Version,6.7 in,Nano + eSIM,Black,New,MXVA3AH/A-MXVA3AE/A-MHJF3ZE/A,iPhone 16 Plus,iPhone 16 Plus 128GB Black With 20W Adapter - Middle East Version,EGP 59999.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109367V/45/_/1726159857/8a6132fa-8a8c-4fb6-80f5-e3680b41c0cd.jpg', 'https://f.nooncdn.com/p/pnsku/N70109330V/45/_/1726159854/4c6a32ec-91f6-413f-ad0f-eb2731617bd7.jpg', 'https://f.nooncdn.com/p/pnsku/N70109368V/45/_/1726159866/39254856-39f8-4bce-8364-abfffb00d6c6.jpg', 'https://f.nooncdn.com/p/pnsku/N70109304V/45/_/1726159851/2965eb20-567f-4b96-accb-31ea459863ba.jpg', 'https://f.nooncdn.com/p/pnsku/N70109303V/45/_/1726159869/8ddbb63e-2d95-4732-aff0-e7e8999b3f41.jpg']",https://www.noon.com/egypt-en/iphone-16-plus-128gb-black-with-20w-adapter-middle-east-version/N70109367V/p/?o=daa90927e193235f,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,199 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,160.9 mm,77.8 mm,7.8 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,4 MB,1000 mAh,4 MB,Middle East Version,1.8 in,Nano SIM,Cloudy Blue,,Nokia 110,,Nokia 110 (2023) Dual SIM - Blue,EGP 1199.00 Inclusive of VAT,NOKIA,3,[],https://www.noon.com/egypt-en/nokia-110-2023-dual-sim-blue/N70038295V/p/?o=f02a8f43d3fe508d,,,Micro USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Camera,,,,
Dual SIM,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,black,New,Galaxy A05s with samsung adapter,Galaxy A05s with samsung adapter,Galaxy A05s Dual SIM Black 4GB RAM 128GB 4G LTE - Middle East Version with a free gift 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),EGP 5999.00 Inclusive of VAT,Samsung,5,[],https://www.noon.com/egypt-en/galaxy-a05s-dual-sim-black-4gb-ram-128gb-4g-lte-middle-east-version-with-a-free-gift-25w-adapter-usb-c-super-fast-charging-travel-adapter-eu-plug/N70112487V/p/?o=d3c26e8eb09a0b4a,MicroSD,,Type-C,,,,,,Android,,,,,,,,,,,,,,4G,,,,,,,,,,,,,,,,,
Dual SIM,12 GB,5000 mAh,512 GB,UAE Version,6.72 in,Micro SIM,Matte Brown,New,CPH2625,Reno 12,Reno12 Dual SIM Matte Brown 12GB RAM 512GB 5G - Middle East Version,EGP 23399.00 Inclusive of VAT,OPPO,4.4,"['https://f.nooncdn.com/p/pnsku/N70088078V/45/_/1721630343/f5b1cbe8-7de9-440b-8735-d6df84799fa7.jpg', 'https://f.nooncdn.com/p/pnsku/N70088079V/45/_/1721629931/2a5f885d-efa4-4ab8-ad7b-f66245781d2c.jpg']",https://www.noon.com/egypt-en/reno12-dual-sim-matte-brown-12gb-ram-512gb-5g-middle-east-version/N70088078V/p/?o=d3cae9b7976cb2ef,,32 MP,Type-C,,32 MP & Above,177 g,AMOLED,,Android,2.5,Dimensity 7300,Yes,,GSM/LTE/UMTS,Octa Core,Gorilla Glass,,LED,,Water Resistant and Dust Resistant,,2024,5G,,,,,50+8+2 mp,Yes,MediaTek Dimensity,"Accelerometer, Gyroscope, Digital compass",1080x2408,,,,,,,,
Dual SIM,8 GB,3561 mAh,128 GB,Middle East Version,6.1 in,Nano + eSIM,Pink,New,MYDT3AH/A-MYDT3AE/A-MHJF3ZE/A,iPhone 16,iPhone 16 128GB Pink With 20W Adapter - Middle East Version,EGP 51999.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109194V/45/_/1726159616/5815063f-d923-436c-87a9-94af3f214cc7.jpg', 'https://f.nooncdn.com/p/pnsku/N70109197V/45/_/1726159809/a057b03f-9d50-4b59-ac31-ed1ee8ff4b87.jpg', 'https://f.nooncdn.com/p/pnsku/N70109199V/45/_/1726159845/a1b3a6f3-e52b-4b77-976f-958c3c4092e4.jpg', 'https://f.nooncdn.com/p/pnsku/N70109198V/45/_/1726159835/f522be75-f7aa-4590-aa96-9a51ecb7c9b3.jpg', 'https://f.nooncdn.com/p/pnsku/N70109195V/45/_/1726159814/6afef244-767b-4279-b3b2-d443792e3186.jpg']",https://www.noon.com/egypt-en/iphone-16-128gb-pink-with-20w-adapter-middle-east-version/N70109197V/p/?o=e3a4c943dad199dc,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,170 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,71.6 mm,147.6 mm,7.8 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,2 GB,5000 mAh,64 GB,International Version,,,,,,,Smart 7 HD Dual SIM Ink Black 2GB RAM 64GB 4G LTE,EGP 3849.00 Inclusive of VAT,Infinix,4.5,"['https://f.nooncdn.com/p/v1685701968/N53410731A_1.jpg', 'https://f.nooncdn.com/p/v1685698329/N53410706A_1.jpg', 'https://f.nooncdn.com/p/v1685701969/N53410732A_1.jpg', 'https://f.nooncdn.com/p/v1685707369/N53410834A_1.jpg']",https://www.noon.com/egypt-en/smart-7-hd-dual-sim-ink-black-2gb-ram-64gb-4g-lte/N53410706A/p/?o=b591a41568f01d6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,3577 mAh,256 GB,Middle East Version,6.3 in,Nano + eSIM,Desert Titanium,New,MYN23AH/A-MYN23AE/A-MHJF3ZE/A,iPhone 16 Pro,iPhone 16 Pro 256GB Desert Titanium With 20W Adapter - Middle East Version,EGP 74777.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109176V/45/_/1726159829/c5adf7d6-52fb-4e1f-8c35-4475398d299d.jpg', 'https://f.nooncdn.com/p/pnsku/N70109179V/45/_/1726159683/9278e223-88f2-4464-b838-302c13bffbc4.jpg', 'https://f.nooncdn.com/p/pnsku/N70109181V/45/_/1726159838/730b069a-bfb6-4f0d-ae3d-49867fe1aa8b.jpg', 'https://f.nooncdn.com/p/pnsku/N70109178V/45/_/1726159613/f4ad902c-62a3-48f5-a09e-a0d03fc586b0.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-256gb-desert-titanium-with-20w-adapter-middle-east-version/N70109179V/p/?o=ee5956577c1e7b9c,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,199 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,71.5 mm,149.6 mm,8.25 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,6 GB,5160 mAh,128 GB,Middle East Version,6.88 in,Nano SIM,Midnight Black,New,2409BRN2CA,Redmi 14C,Redmi 14C Dual SIM Midnight Black 6GB RAM 128GB 4G - Middle East Version,EGP 5999.00 Inclusive of VAT,Xiaomi,,[],https://www.noon.com/egypt-en/redmi-14c-dual-sim-midnight-black-6gb-ram-128gb-4g-middle-east-version/N70123426V/p/?o=d5456eb148222b9b,,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,,GSM/LTE/UMTS,,,,,,,,,4G,,,,,50MP+2MP+QVGA,Yes,,,,,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Egypt Version,6.5 in,Nano SIM,Blue Black,New,SM-A155FZYDMEA,A15,Galaxy A15 Dual SIM Blue Black 8GB RAM 256GB 4G - Egypt Version,EGP 8907.75 Inclusive of VAT,Samsung,,[],https://www.noon.com/egypt-en/galaxy-a15-dual-sim-blue-black-8gb-ram-256gb-4g-egypt-version/N70089628V/p/?o=aee3fef2abc3e5fa,,13 MP,,,12 - 15.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,2 GB,3000 mAh,32 GB,,,,,,,,Mobile BUZZ 3 Black 32GB 2GB 3G,EGP 2525.00 Inclusive of VAT,ACE,3.6,[],https://www.noon.com/egypt-en/mobile-buzz-3-black-32gb-2gb-3g/Z48CFF01CF3AC986BE375Z/p/?o=z48cff01cf3ac986be375z-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,3561 mAh,128 GB,Middle East Version,6.1 in,Nano + eSIM,Black,New,MYDQ3AH/A-MYDQ3AE/A-MHJF3ZE/A,iPhone 16,iPhone 16 128GB Black With 20W Adapter - Middle East Version,EGP 50999.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109194V/45/_/1726159616/5815063f-d923-436c-87a9-94af3f214cc7.jpg', 'https://f.nooncdn.com/p/pnsku/N70109197V/45/_/1726159809/a057b03f-9d50-4b59-ac31-ed1ee8ff4b87.jpg', 'https://f.nooncdn.com/p/pnsku/N70109199V/45/_/1726159845/a1b3a6f3-e52b-4b77-976f-958c3c4092e4.jpg', 'https://f.nooncdn.com/p/pnsku/N70109198V/45/_/1726159835/f522be75-f7aa-4590-aa96-9a51ecb7c9b3.jpg', 'https://f.nooncdn.com/p/pnsku/N70109195V/45/_/1726159814/6afef244-767b-4279-b3b2-d443792e3186.jpg']",https://www.noon.com/egypt-en/iphone-16-128gb-black-with-20w-adapter-middle-east-version/N70109194V/p/?o=eb245c6cd8fd11df,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,170 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,71.6 mm,147.6 mm,7.8 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,Black,New,23113RKC6G,POCO F6 Pro 5G,POCO F6 Pro Dual SIM Black 12GB RAM 512GB 5G - Global Version,EGP 24999.00 Inclusive of VAT,Xiaomi,4.4,"['https://f.nooncdn.com/p/pnsku/N70063939V/45/_/1721221725/b6a018c7-4afd-4cac-a187-d20cdb28da6d.jpg', 'https://f.nooncdn.com/p/pnsku/N70063940V/45/_/1721221725/ba1af863-491c-4a1b-880f-5cc763aa4092.jpg']",https://www.noon.com/egypt-en/poco-f6-pro-dual-sim-black-12gb-ram-512gb-5g-global-version/N70063939V/p/?o=af913aea2f9628fb,No Expandable Memory,16 MP,Type-C,3.36 GHz,16 - 31.9 MP,209 g,AMOLED,,Android,14,Snapdragon 8 Gen 2,Yes,Charger,LTE,Octa Core,Gorilla Glass,Triple,LED,,Dust Resistant,Metal,2024,5G,160.86 mm,8.41 mm,74.95 mm,,50+8+2MP,Yes,Qualcomm Snapdragon,Optical Image Stabilization,3200x1440,,Android 14,Type-C,,,,,
Dual SIM,32 MB,2700 mAh,32 MB,,2.4 in,SIM (Standard),Panda Black,,R300,,R300 Dual SIM Panda Black 32MB RAM 2G,EGP 580.00 Inclusive of VAT,IKU,,[],https://www.noon.com/egypt-en/r300-dual-sim-panda-black-32mb-ram-2g/N34622841A/p/?o=d356ee8a4842dfce,MicroSD,,Micro USB,,,110 g,,VGA,,,,no,"Phone, Charger, Manual",GSM,,,Single,,,,,,,113 mm,13.9 mm,48.1 mm,8 GB,,,,,240x320,,,,Primary Camera,Lithium Ion,,2g,
,,,,,,,Twilight Blue,New,,,"A12 Dual SIM, 64GB Memory, 4GB RAM - Twilight Blue",EGP 3399.00 Inclusive of VAT,IKU,4.7,"['https://f.nooncdn.com/p/pzsku/Z8E68E535924E8B9EA5C7Z/45/_/1659616197/6952f54b-a535-48df-859c-d1beed5eb4d6.jpg', 'https://f.nooncdn.com/p/pzsku/ZDB4355E7CA9A356FBF5EZ/45/_/1659641899/5b9d8143-eea4-452d-bcc9-66c13f85745c.jpg', 'https://f.nooncdn.com/p/pzsku/ZE901DAD647DEB73C09FCZ/45/_/1659003669/c19dbf1d-b7b5-4163-9176-6f01888e5d77.jpg', 'https://f.nooncdn.com/p/pzsku/Z77862C6534FCD6DFF37DZ/45/_/1725366849/cb195b70-019e-4d91-a380-2fbc5545c776.jpg', 'https://f.nooncdn.com/p/pzsku/Z425FC95C235E196D8D3EZ/45/_/1718190571/1b2891cc-e243-4c6c-8c95-dc8c95573255.jpg']",https://www.noon.com/egypt-en/a12-dual-sim-64gb-memory-4gb-ram-twilight-blue/Z77862C6534FCD6DFF37DZ/p/?o=z77862c6534fcd6dff37dz-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,32 MB,2700 mAh,32 MB,,2.4 in,SIM (Standard),Grey,,R300,,R300 Dual SIM Grey 32MB RAM 32MB 2G,EGP 700.00 Inclusive of VAT,IKU,5,[],https://www.noon.com/egypt-en/r300-dual-sim-grey-32mb-ram-32mb-2g/N34622840A/p/?o=b3fa88a9044fb49a,MicroSD,,Micro USB,,,110 g,,VGA,,,,no,"Phone, Charger, Manual",GSM,,,Single,,,,,,,113 mm,13.9 mm,48.1 mm,8 GB,,,,,240x320,,,,Primary Camera,Lithium Ion,,2g,
Dual SIM,6 GB,5200 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,Midnight Black,,,,X6b Dual SIM Midnight Black  6GB RAM 128GB 5G - Middle East Version,EGP 5350.00 Inclusive of VAT,Honor,4,"['https://f.nooncdn.com/p/pnsku/N70097148V/45/_/1722504109/fe0519cb-ba9c-47f6-9626-f61fb246d9bf.jpg', 'https://f.nooncdn.com/p/pnsku/N70097145V/45/_/1722504100/4cf7ef28-3e26-4eb8-a22d-2b4dfb8e726b.jpg', 'https://f.nooncdn.com/p/pnsku/N70097251V/45/_/1722504090/9f224167-9617-44b9-9163-79d30e061c15.jpg']",https://www.noon.com/egypt-en/x6b-dual-sim-midnight-black-6gb-ram-128gb-5g-middle-east-version/N70097145V/p/?o=c252a28fad0321cf,MicroSD,5 MP,Type-C,,5 - 7.9 MP,,LCD,Full HD,,,,,,,,,,,,,,,,,,,,,,,,720x1600,,Android 11,,,,,,
Dual SIM,8 GB,3577 mAh,256 GB,Middle East Version,6.3 in,Nano + eSIM,Natural Titanium,New,MYN33AH/A-MYN33AE/A-MHJF3ZE/A,iPhone 16 Pro,iPhone 16 Pro 256GB Natural Titanium With 20W Adapter - Middle East Version,EGP 74777.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109176V/45/_/1726159829/c5adf7d6-52fb-4e1f-8c35-4475398d299d.jpg', 'https://f.nooncdn.com/p/pnsku/N70109179V/45/_/1726159683/9278e223-88f2-4464-b838-302c13bffbc4.jpg', 'https://f.nooncdn.com/p/pnsku/N70109181V/45/_/1726159838/730b069a-bfb6-4f0d-ae3d-49867fe1aa8b.jpg', 'https://f.nooncdn.com/p/pnsku/N70109178V/45/_/1726159613/f4ad902c-62a3-48f5-a09e-a0d03fc586b0.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-256gb-natural-titanium-with-20w-adapter-middle-east-version/N70109181V/p/?o=e0835f788880f97d,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,199 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,71.5 mm,149.6 mm,8.25 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,6 GB,5000 mAh,125 GB,UAE Version,6.56 in,eSIM,green,New,Y17s,Y17s,"Vivo Y17s 6GB RAM, 128GB Storage-Forest Green",EGP 7690.00 Inclusive of VAT,vivo,,[],https://www.noon.com/egypt-en/vivo-y17s-6gb-ram-128gb-storage-forest-green/N70025349V/p/?o=aca1ac4ba9b0614b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,Egypt Version,6.5 in,Nano SIM,Light Blue,New,SM-A155FZYDMEA,A15,Galaxy A15 Dual SIM Light Blue 6GB RAM 128GB 4G LTE - Egypt Version,EGP 7520.20 Inclusive of VAT,Samsung,5,[],https://www.noon.com/egypt-en/galaxy-a15-dual-sim-light-blue-6gb-ram-128gb-4g-lte-egypt-version/N70089612V/p/?o=de2b9abcbc24cbea,,13 MP,,,12 - 15.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,3561 mAh,128 GB,Middle East Version,6.1 in,Nano + eSIM,Ultramarine,New,MYDU3AH/A-MYDU3AE/A-MHJF3ZE/A,iPhone 16,iPhone 16 128GB Ultramarine With 20W Adapter - Middle East Version,EGP 50999.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109194V/45/_/1726159616/5815063f-d923-436c-87a9-94af3f214cc7.jpg', 'https://f.nooncdn.com/p/pnsku/N70109197V/45/_/1726159809/a057b03f-9d50-4b59-ac31-ed1ee8ff4b87.jpg', 'https://f.nooncdn.com/p/pnsku/N70109199V/45/_/1726159845/a1b3a6f3-e52b-4b77-976f-958c3c4092e4.jpg', 'https://f.nooncdn.com/p/pnsku/N70109198V/45/_/1726159835/f522be75-f7aa-4590-aa96-9a51ecb7c9b3.jpg', 'https://f.nooncdn.com/p/pnsku/N70109195V/45/_/1726159814/6afef244-767b-4279-b3b2-d443792e3186.jpg']",https://www.noon.com/egypt-en/iphone-16-128gb-ultramarine-with-20w-adapter-middle-east-version/N70109198V/p/?o=b3917e2cf10fe5fb,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,170 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,71.6 mm,147.6 mm,7.8 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
Dual SIM,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,sky blue,New,"S23, S665L",S23,S23 Dual SIM Sky Blue 4GB RAM 128GB 4G - Middle East Version,EGP 4199.00 Inclusive of VAT,ITEL,4.7,[],https://www.noon.com/egypt-en/s23-dual-sim-sky-blue-4gb-ram-128gb-4g-middle-east-version/N70061257V/p/?o=b71ff2f34055e10b,MicroSD,5 MP,Type-C,1.6 GHz,5 - 7.9 MP,,IPS LCD,Full HD,Android,,,,,GSM/LTE,Octa Core,,,LED,,Water Proof and Dust Proof,,,4G,,,,256 GB,,,,,720x1612,,Android 12,,,,,,
Dual SIM,8 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,Brilliant Gold,New,A70,A70,A70 Dual SIM Brilliant Gold (3+5)GB RAM 128GB 4G - Middle East Version,EGP 3849.00 Inclusive of VAT,ITEL,5,[],https://www.noon.com/egypt-en/a70-dual-sim-brilliant-gold-3-5-gb-ram-128gb-4g-middle-east-version/N70082461V/p/?o=f49a7b9086ac001b,,,Type-C,,,,,,Android,,,,,LTE,Octa Core,,,,,,,2024,4G,,,,,,Yes,,,,,,,,,,,
Dual SIM,4 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,Mocha Brown,New,vivo Y18,vivo Y18,Y18 4G Dual SIM  Mocha Brown 4GB RAM 128GB - Middle East Version,EGP 6190.00 Inclusive of VAT,vivo,,[],https://www.noon.com/egypt-en/y18-4g-dual-sim-mocha-brown-4gb-ram-128gb-middle-east-version/N70104747V/p/?o=faa2d67e631d483c,MicroSD,,,,,,LCD,,,,,,,,Octa Core,,,,,,,,,,,,,,,,,1620x1080,,,,,,,,
Dual SIM,8 GB,4676 mAh,256 GB,Middle East Version,6.9 in,Nano + eSIM,Desert Titanium,New,MYWJ3AH/A-MYWJ3AE/A-MHJF3ZE/A,iPhone 16 Pro Max,iPhone 16 Pro Max 256GB Desert Titanium With 20W Adapter - Middle East Version,EGP 81999.00 Inclusive of VAT,Apple,,"['https://f.nooncdn.com/p/pnsku/N70109316V/45/_/1726159839/816579e8-a9bf-4754-8eb8-b95eceb26177.jpg', 'https://f.nooncdn.com/p/pnsku/N70109332V/45/_/1726159829/af02f0ef-00e2-46ce-bcef-4e3dfb8f6c67.jpg', 'https://f.nooncdn.com/p/pnsku/N70109402V/45/_/1726159834/28028412-8769-4514-8a7f-61056429be14.jpg', 'https://f.nooncdn.com/p/pnsku/N70109253V/45/_/1726152787/2501019c-4c7a-4dab-bd60-32a488e21a9d.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-256gb-desert-titanium-with-20w-adapter-middle-east-version/N70109332V/p/?o=f1bc49175b488f9e,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,227 g,OLED,FHD+,iOS,,,Yes,,,Hexa Core,,Triple,LED,,,,2024,5G,77.6 mm,163 mm,8.25 mm,,48+48+12,Yes,Apple,,1280x680,,,,,,,,
